Tinh/TP,Quan/Huyen,PN,WC,area,floor,Tien_ich,price_
TP Hồ Chí Minh,Tân Phú,4.0,5.0,67.0,5.0,1,8.7
TP Hồ Chí Minh,Bình Tân,3.0,0.0,72.0,2.0,3,2.8
Đà Nẵng,Hải Châu,2.0,,50.0,1.0,3,4.1
TP Hồ Chí Minh,Quận 9,3.0,4.0,90.0,4.0,0,16.2
TP Hồ Chí Minh,Quận 12,1.0,1.0,60.0,1.0,1,3.5
Hà Nội,Hoàng Mai,3.0,3.0,31.0,4.0,1,3.0
TP Hồ Chí Minh,Bình Thạnh,8.0,8.0,84.0,4.0,2,8.5
Hà Nội,Long Biên,,,50.0,1.0,1,5.0
TP Hồ Chí Minh,Quận 12,4.0,2.0,118.0,2.0,3,6.4
TP Hồ Chí Minh,Tân Bình,4.0,,70.0,4.0,5,7.5
TP Hồ Chí Minh,Gò Vấp,6.0,4.0,66.0,3.0,1,16.0
Hà Nội,Hai Bà Trưng,,,50.0,4.0,3,4.4
TP Hồ Chí Minh,Bình Thạnh,3.0,3.0,54.0,4.0,0,6.2
Hà Nội,Hà Đông,4.0,3.0,45.0,4.0,2,6.1
Hà Nội,Hà Đông,4.0,3.0,48.0,4.0,1,5.9
Hà Nội,Thanh Trì,4.0,3.0,50.0,5.0,3,5.0
TP Hồ Chí Minh,Bình Thạnh,4.0,4.0,70.0,3.0,2,9.7
Đà Nẵng,Sơn Trà,3.0,3.0,210.0,3.0,7,7.2
Bình Thuận,Phan Thiết,5.0,3.0,150.0,4.0,2,7.5
TP Hồ Chí Minh,Quận 9,2.0,0.0,108.0,2.0,0,5.0
Hà Nội,Thanh Trì,4.0,3.0,46.0,5.0,2,3.0
Hà Nội,Cầu Giấy,,,45.0,4.0,1,5.7
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,45.0,1.0,4,4.7
Đồng Nai,Biên Hòa,2.0,2.0,63.0,2.0,1,3.1
Hà Nội,Đống Đa,4.0,5.0,32.0,5.0,2,4.0
TP Hồ Chí Minh,Tân Bình,2.0,2.0,52.0,2.0,2,6.2
TP Hồ Chí Minh,Tân Bình,4.0,3.0,95.0,3.0,2,8.9
Hà Nội,Hoàng Mai,,,60.0,5.0,2,8.0
Hà Nội,Tây Hồ,3.0,4.0,72.0,4.0,1,14.8
Lâm Đồng,Đà Lạt,,,257.0,5.0,3,12.0
Kiên Giang,Phú Quốc,,,117.0,5.0,0,6.9
TP Hồ Chí Minh,Gò Vấp,4.0,2.0,57.0,4.0,3,7.9
TP Hồ Chí Minh,Gò Vấp,3.0,1.0,82.0,2.0,1,7.4
Hà Nội,Hoàng Mai,3.0,2.0,64.0,1.0,1,6.6
TP Hồ Chí Minh,Tân Bình,2.0,2.0,64.0,2.0,1,6.0
TP Hồ Chí Minh,Tân Bình,3.0,,62.0,2.0,3,6.2
TP Hồ Chí Minh,Quận 8,,,58.0,2.0,3,4.1
Hà Nội,Hoàng Mai,3.0,2.0,63.0,1.0,1,6.5
Đà Nẵng,Hải Châu,3.0,3.0,76.0,3.0,4,4.1
Hà Nội,Cầu Giấy,6.0,,40.0,1.0,2,4.9
Hà Nội,Đống Đa,5.0,4.0,40.0,5.0,1,7.2
TP Hồ Chí Minh,Tân Bình,11.0,0.0,45.0,5.0,2,6.5
TP Hồ Chí Minh,Tân Bình,6.0,6.0,56.0,4.0,5,6.7
TP Hồ Chí Minh,Tân Bình,4.0,4.0,66.0,3.0,1,9.6
Hà Nội,Đông Anh,,1.0,68.8,1.0,2,3.8
TP Hồ Chí Minh,Quận 7,4.0,4.0,72.0,4.0,3,7.5
Đà Nẵng,Thanh Khê,,,78.0,3.0,1,4.8
TP Hồ Chí Minh,Bình Thạnh,2.0,2.0,45.0,2.0,3,4.7
Hà Nội,Đống Đa,,,61.0,2.0,2,8.6
Hà Nội,Nam Từ Liêm,9.0,9.0,141.0,4.0,0,36.0
TP Hồ Chí Minh,Thủ Đức,,,170.0,1.0,1,7.0
Bình Thuận,Phan Thiết,5.0,3.0,150.0,1.0,3,7.5
Hà Nội,Ba Đình,4.0,,45.0,3.0,1,4.4
Hà Nội,Thanh Trì,2.0,0.0,57.5,4.0,2,7.1
Hà Nội,Ba Đình,,,103.0,3.0,2,14.7
TP Hồ Chí Minh,Quận 8,2.0,2.0,64.0,2.0,4,5.6
TP Hồ Chí Minh,Thủ Đức,4.0,2.0,40.0,3.0,2,3.1
Hà Nội,Tây Hồ,3.0,3.0,34.0,1.0,4,3.5
TP Hồ Chí Minh,Bình Thạnh,7.0,7.0,175.0,6.0,1,13.9
TP Hồ Chí Minh,Tân Bình,4.0,3.0,68.0,4.0,3,9.6
Hà Nội,Hai Bà Trưng,,,35.0,1.0,1,4.3
TP Hồ Chí Minh,Bình Thạnh,3.0,3.0,45.0,2.0,2,5.6
TP Hồ Chí Minh,Tân Bình,4.0,0.0,72.0,3.0,1,7.5
TP Hồ Chí Minh,Bình Tân,4.0,4.0,85.0,3.0,1,6.4
Đồng Nai,Biên Hòa,2.0,,80.0,2.0,4,1.9
TP Hồ Chí Minh,Tân Bình,3.0,4.0,44.0,4.0,3,7.4
TP Hồ Chí Minh,Bình Tân,2.0,2.0,49.0,2.0,1,2.8
TP Hồ Chí Minh,Tân Bình,2.0,2.0,45.0,2.0,3,2.5
TP Hồ Chí Minh,Tân Phú,2.0,2.0,40.25,2.0,1,2.5
TP Hồ Chí Minh,Quận 8,2.0,2.0,37.2,2.0,1,2.9
TP Hồ Chí Minh,Quận 8,2.0,2.0,48.0,2.0,3,1.5
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,36.0,2.0,2,2.7
TP Hồ Chí Minh,Tân Phú,2.0,2.0,27.0,3.0,3,2.5
TP Hồ Chí Minh,Bình Tân,2.0,2.0,42.0,2.0,0,3.0
Hà Nội,Tây Hồ,3.0,3.0,26.0,4.0,0,2.5
TP Hồ Chí Minh,Tân Bình,2.0,2.0,38.5,2.0,2,3.2
TP Hồ Chí Minh,Tân Bình,2.0,2.0,38.5,2.0,1,2.2
TP Hồ Chí Minh,Tân Bình,2.0,2.0,35.2,2.0,2,3.4
TP Hồ Chí Minh,Tân Bình,2.0,2.0,36.75,2.0,2,3.6
TP Hồ Chí Minh,Tân Bình,3.0,0.0,38.0,3.0,1,5.4
TP Hồ Chí Minh,Bình Tân,2.0,2.0,49.5,2.0,1,1.3
Hà Nội,Thanh Trì,6.0,3.0,45.0,5.0,5,5.3
TP Hồ Chí Minh,Bình Thạnh,2.0,2.0,70.0,2.0,1,6.8
TP Hồ Chí Minh,Tân Bình,,,91.0,2.0,6,7.4
TP Hồ Chí Minh,Bình Thạnh,3.0,4.0,33.0,4.0,0,6.1
Hà Nội,Hà Đông,2.0,2.0,45.0,1.0,0,2.3
TP Hồ Chí Minh,Tân Bình,2.0,2.0,49.4,2.0,1,4.6
Hà Nội,Gia Lâm,7.0,7.0,75.0,1.0,2,7.4
TP Hồ Chí Minh,Quận 8,2.0,2.0,33.6,2.0,0,1.5
TP Hồ Chí Minh,Quận 8,2.0,2.0,38.5,2.0,0,2.7
TP Hồ Chí Minh,Quận 8,2.0,2.0,27.5,2.0,0,2.9
TP Hồ Chí Minh,Quận 8,2.0,2.0,48.0,2.0,1,2.8
TP Hồ Chí Minh,Quận 7,2.0,2.0,52.5,2.0,1,2.5
TP Hồ Chí Minh,Quận 8,2.0,2.0,35.0,2.0,1,1.8
Hà Nội,Thanh Trì,4.0,3.0,46.0,5.0,4,3.3
TP Hồ Chí Minh,Quận 8,2.0,2.0,35.0,2.0,4,2.0
TP Hồ Chí Minh,Quận 8,2.0,2.0,42.0,2.0,2,2.2
TP Hồ Chí Minh,Quận 8,2.0,2.0,39.0,2.0,4,2.7
Lâm Đồng,Đà Lạt,4.0,6.0,59.0,4.0,3,7.2
TP Hồ Chí Minh,Bình Tân,,3.0,40.0,2.0,0,3.2
Lâm Đồng,Đà Lạt,4.0,4.0,63.0,3.0,1,6.3
Lâm Đồng,Đà Lạt,2.0,2.0,34.0,2.0,3,2.0
TP Hồ Chí Minh,Tân Phú,2.0,2.0,57.0,2.0,0,4.5
TP Hồ Chí Minh,Thủ Đức,4.0,5.0,52.8,4.0,4,5.8
Hà Nội,Hai Bà Trưng,,,59.0,3.0,1,6.1
Hà Nội,Hoài Đức,2.0,2.0,42.0,1.0,3,3.2
TP Hồ Chí Minh,Tân Bình,,,100.0,1.0,0,8.1
TP Hồ Chí Minh,Quận 12,5.0,0.0,50.0,3.0,4,4.8
Hà Nội,Hoàng Mai,5.0,3.0,62.0,4.0,4,4.8
TP Hồ Chí Minh,Bình Tân,2.0,2.0,82.0,2.0,4,5.2
TP Hồ Chí Minh,Quận 7,18.0,18.0,105.0,5.0,3,11.6
TP Hồ Chí Minh,Bình Tân,2.0,,46.0,2.0,1,3.0
TP Hồ Chí Minh,Quận 10,4.0,4.0,70.0,3.0,3,8.4
TP Hồ Chí Minh,Phú Nhuận,2.0,2.0,56.0,3.0,0,6.3
TP Hồ Chí Minh,Phú Nhuận,3.0,3.0,72.0,1.0,4,10.9
TP Hồ Chí Minh,Quận 7,3.0,3.0,66.0,1.0,2,6.3
TP Hồ Chí Minh,Phú Nhuận,2.0,2.0,70.0,2.0,2,5.8
TP Hồ Chí Minh,Bình Thạnh,3.0,3.0,95.0,3.0,1,6.9
TP Hồ Chí Minh,Bình Thạnh,2.0,2.0,87.0,1.0,2,10.6
TP Hồ Chí Minh,Phú Nhuận,2.0,2.0,72.0,2.0,1,7.2
TP Hồ Chí Minh,Phú Nhuận,2.0,2.0,54.0,1.0,3,5.0
TP Hồ Chí Minh,Gò Vấp,5.0,5.0,90.0,3.0,2,8.5
TP Hồ Chí Minh,Bình Thạnh,4.0,3.0,42.0,4.0,3,5.9
TP Hồ Chí Minh,Phú Nhuận,3.0,3.0,63.0,2.0,2,8.7
TP Hồ Chí Minh,Bình Thạnh,2.0,2.0,90.0,2.0,2,8.0
TP Hồ Chí Minh,Phú Nhuận,2.0,2.0,60.0,2.0,4,8.8
TP Hồ Chí Minh,Gò Vấp,6.0,6.0,120.0,1.0,1,9.6
TP Hồ Chí Minh,Bình Thạnh,3.0,3.0,80.0,2.0,2,8.1
TP Hồ Chí Minh,Bình Thạnh,3.0,3.0,72.0,2.0,1,8.9
TP Hồ Chí Minh,Phú Nhuận,3.0,3.0,60.0,2.0,1,7.9
Hà Nội,Tây Hồ,,,70.0,6.0,1,50.0
TP Hồ Chí Minh,Phú Nhuận,2.0,2.0,50.0,1.0,2,4.7
TP Hồ Chí Minh,Bình Thạnh,4.0,4.0,90.0,2.0,0,10.2
TP Hồ Chí Minh,Bình Thạnh,5.0,5.0,110.0,1.0,1,8.9
TP Hồ Chí Minh,Thủ Đức,3.0,2.0,112.0,1.0,2,7.0
Hà Nội,Ba Đình,4.0,,50.0,1.0,2,15.5
Hà Nội,Hà Đông,,,32.0,1.0,2,4.2
Hà Nội,Hà Đông,,,50.0,1.0,6,6.1
Hà Nội,Hai Bà Trưng,,,51.0,2.0,4,4.4
Hà Nội,Thanh Xuân,,,45.0,3.0,2,5.4
Hà Nội,Long Biên,2.0,0.0,53.0,6.0,2,6.3
TP Hồ Chí Minh,Quận 9,2.0,0.0,52.0,2.0,1,3.8
Hà Nội,Cầu Giấy,,,70.0,7.0,1,21.5
Bình Thuận,Phan Thiết,5.0,3.0,150.0,8.0,3,7.5
TP Hồ Chí Minh,Gò Vấp,5.0,5.0,78.0,1.0,3,600.0
TP Hồ Chí Minh,Quận 9,3.0,0.0,208.0,1.0,0,10.8
TP Hồ Chí Minh,Bình Thạnh,3.0,3.0,54.0,4.0,1,5.2
TP Hồ Chí Minh,Gò Vấp,3.0,3.0,45.0,2.0,2,5.2
Hà Nội,Long Biên,,,31.0,1.0,1,2.4
TP Hồ Chí Minh,Tân Phú,2.0,3.0,57.0,2.0,1,6.4
TP Hồ Chí Minh,Quận 12,3.0,4.0,60.0,4.0,5,5.2
Hà Nội,Thanh Xuân,3.0,,29.0,3.0,2,3.5
Hà Nội,Hoàng Mai,,,80.0,4.0,5,7.1
TP Hồ Chí Minh,Bình Thạnh,3.0,3.0,68.0,3.0,2,8.8
TP Hồ Chí Minh,Bình Thạnh,2.0,2.0,75.0,3.0,4,7.7
TP Hồ Chí Minh,Tân Bình,4.0,,70.0,4.0,2,11.7
Hà Nội,Ba Đình,3.0,3.0,53.0,4.0,2,5.0
Hậu Giang,Châu Thành A,2.0,2.0,80.0,3.0,5,0.9
TP Hồ Chí Minh,Bình Thạnh,2.0,2.0,90.0,1.0,3,11.1
Hà Nội,Thanh Xuân,2.0,,48.0,4.0,3,7.5
TP Hồ Chí Minh,Phú Nhuận,4.0,4.0,60.0,1.0,0,7.1
TP Hồ Chí Minh,Phú Nhuận,3.0,3.0,36.0,3.0,2,5.0
TP Hồ Chí Minh,Bình Thạnh,4.0,3.0,68.0,3.0,2,8.6
TP Hồ Chí Minh,Tân Phú,4.0,0.0,50.0,3.0,3,6.1
TP Hồ Chí Minh,Gò Vấp,4.0,5.0,75.0,5.0,3,11.9
TP Hồ Chí Minh,Gò Vấp,4.0,5.0,50.0,3.0,0,6.9
Hà Nội,Cầu Giấy,4.0,3.0,48.0,1.0,3,4.8
Hà Nội,Tây Hồ,3.0,3.0,35.0,3.0,2,4.5
TP Hồ Chí Minh,Gò Vấp,4.0,5.0,67.0,3.0,1,8.9
TP Hồ Chí Minh,Tân Bình,4.0,4.0,70.0,3.0,4,6.9
Đà Nẵng,Liên Chiểu,,,70.0,1.0,4,3.3
TP Hồ Chí Minh,Gò Vấp,5.0,5.0,49.0,5.0,1,7.9
Hà Nội,Hai Bà Trưng,,,45.0,5.0,3,7.0
Hà Nội,Đống Đa,,,70.0,8.0,1,11.4
TP Hồ Chí Minh,Gò Vấp,4.0,4.0,64.0,4.0,3,6.7
TP Hồ Chí Minh,Gò Vấp,4.0,4.0,65.0,4.0,3,8.1
Hà Nội,Tây Hồ,5.0,,55.0,7.0,1,13.7
Hà Nội,Thanh Trì,4.0,,30.0,4.0,1,2.0
Hà Nội,Long Biên,2.0,,32.0,6.0,1,6.9
Hà Nội,Tây Hồ,3.0,4.0,35.0,5.0,4,2.8
TP Hồ Chí Minh,Quận 12,2.0,2.0,58.0,2.0,0,4.7
Thừa Thiên Huế,Huế,3.0,2.0,102.0,1.0,0,3.8
Hà Nội,Thanh Trì,4.0,3.0,48.0,4.0,4,3.6
TP Hồ Chí Minh,Bình Tân,,,33.0,1.0,2,3.6
Thừa Thiên Huế,Huế,3.0,4.0,134.0,3.0,1,4.7
TP Hồ Chí Minh,Bình Thạnh,2.0,2.0,40.0,2.0,3,4.3
Hà Nội,Hoàng Mai,3.0,,30.0,5.0,1,4.1
TP Hồ Chí Minh,Gò Vấp,3.0,3.0,45.0,2.0,3,4.7
TP Hồ Chí Minh,Tân Bình,4.0,5.0,140.0,4.0,3,16.8
TP Hồ Chí Minh,Bình Tân,3.0,2.0,60.0,2.0,5,5.1
TP Hồ Chí Minh,Tân Phú,4.0,3.0,44.0,3.0,0,6.7
TP Hồ Chí Minh,Tân Phú,2.0,2.0,43.0,3.0,1,5.1
TP Hồ Chí Minh,Bình Tân,3.0,2.0,40.0,2.0,0,2.8
Hà Nội,Tây Hồ,,,60.0,1.0,1,11.4
Hà Nội,Hai Bà Trưng,,,59.0,5.0,2,6.9
TP Hồ Chí Minh,Bình Tân,4.0,3.0,39.0,3.0,1,4.6
Đồng Nai,Biên Hòa,2.0,,88.0,1.0,2,3.2
Hà Nội,Cầu Giấy,6.0,,80.0,7.0,1,21.5
TP Hồ Chí Minh,Tân Bình,2.0,,70.0,5.0,5,7.4
Thanh Hóa,Thanh Hóa,,,84.0,5.0,0,7.2
TP Hồ Chí Minh,Gò Vấp,5.0,5.0,83.0,4.0,3,6.8
Hà Nội,Thanh Xuân,5.0,,70.0,1.0,1,7.1
TP Hồ Chí Minh,Quận 7,3.0,2.0,85.0,2.0,4,5.9
TP Hồ Chí Minh,Gò Vấp,,,90.0,5.0,3,9.1
TP Hồ Chí Minh,Gò Vấp,5.0,5.0,83.0,1.0,3,7.4
Hà Nội,Thanh Trì,4.0,3.0,40.0,4.0,2,2.9
TP Hồ Chí Minh,Bình Tân,1.0,,120.0,1.0,2,4.9
Hà Nội,Hoàng Mai,5.0,3.0,53.0,1.0,3,4.4
Hà Nội,Đống Đa,5.0,,70.0,5.0,1,9.6
Hà Nội,Đống Đa,5.0,,40.0,5.0,1,6.6
Đà Nẵng,Hải Châu,3.0,3.0,50.0,4.0,3,2.4
Hà Nội,Hai Bà Trưng,2.0,3.0,37.0,4.0,3,4.0
Hà Nội,Cầu Giấy,6.0,6.0,121.0,11.0,0,120.0
Hà Nội,Hà Đông,6.0,,817.3,5.0,3,7.3
TP Hồ Chí Minh,Tân Bình,4.0,,38.0,3.0,2,6.3
TP Hồ Chí Minh,Quận 8,2.0,0.0,87.0,3.0,1,3.5
Hà Nội,Hai Bà Trưng,,,75.0,6.0,0,16.8
Bình Dương,Bàu Bàng,3.0,4.0,100.0,4.0,0,4.9
TP Hồ Chí Minh,Quận 8,2.0,2.0,35.2,1.0,3,2.5
TP Hồ Chí Minh,Tân Bình,4.0,5.0,76.0,5.0,4,11.0
Hà Nội,Đống Đa,4.0,,75.0,3.0,2,11.2
TP Hồ Chí Minh,Tân Bình,4.0,,40.0,4.0,2,7.2
TP Hồ Chí Minh,Gò Vấp,4.0,4.0,61.0,4.0,2,8.7
TP Hồ Chí Minh,Bình Thạnh,5.0,5.0,64.0,1.0,2,8.4
TP Hồ Chí Minh,Tân Phú,3.0,3.0,60.0,3.0,1,6.4
TP Hồ Chí Minh,Gò Vấp,4.0,,60.0,5.0,2,9.1
Thừa Thiên Huế,Huế,3.0,,100.0,2.0,1,2.1
Yên Bái,Yên Bái,,,66.0,3.0,3,3.6
Hà Nội,Hoàng Mai,5.0,3.0,54.0,4.0,1,5.9
Hà Nội,Đống Đa,,,50.0,5.0,3,8.4
TP Hồ Chí Minh,Quận 12,3.0,2.0,52.0,2.0,2,3.7
TP Hồ Chí Minh,Bình Chánh,1.0,1.0,60.0,1.0,0,2.3
Bình Dương,Thuận An,2.0,,53.0,1.0,0,0.9
TP Hồ Chí Minh,Quận 11,4.0,,48.0,4.0,1,4.4
TP Hồ Chí Minh,Tân Phú,2.0,,40.0,2.0,4,3.5
TP Hồ Chí Minh,Quận 6,4.0,,60.0,3.0,1,5.5
TP Hồ Chí Minh,Quận 11,2.0,,55.0,2.0,1,3.4
TP Hồ Chí Minh,Quận 11,3.0,,48.0,2.0,2,4.0
Hà Nội,Long Biên,4.0,,110.0,6.0,3,6.1
TP Hồ Chí Minh,Quận 9,3.0,,60.0,2.0,2,4.1
TP Hồ Chí Minh,Phú Nhuận,5.0,,36.0,3.0,4,5.2
Hà Nội,Long Biên,4.0,,77.0,6.0,4,6.0
TP Hồ Chí Minh,Bình Tân,3.0,,61.0,3.0,1,5.4
TP Hồ Chí Minh,Thủ Đức,2.0,,56.0,2.0,1,5.7
TP Hồ Chí Minh,Quận 9,3.0,,106.0,2.0,2,6.5
TP Hồ Chí Minh,Bình Chánh,3.0,,65.0,2.0,3,1.9
TP Hồ Chí Minh,Quận 11,2.0,,26.0,2.0,1,1.1
TP Hồ Chí Minh,Tân Phú,2.0,,60.0,2.0,1,5.3
TP Hồ Chí Minh,Bình Tân,3.0,,100.0,2.0,2,3.1
Hà Nội,Nam Từ Liêm,4.0,,50.0,1.0,2,6.4
TP Hồ Chí Minh,Tân Phú,2.0,,38.0,2.0,0,4.1
Hà Nội,Hà Đông,4.0,,35.0,4.0,2,2.3
TP Hồ Chí Minh,Quận 9,2.0,,50.0,2.0,2,2.0
TP Hồ Chí Minh,Bình Tân,6.0,,76.0,4.0,3,6.8
TP Hồ Chí Minh,Bình Tân,3.0,,60.0,5.0,2,3.9
TP Hồ Chí Minh,Tân Phú,2.0,,34.0,4.0,2,2.8
TP Hồ Chí Minh,Tân Bình,3.0,,94.0,2.0,1,5.3
TP Hồ Chí Minh,Bình Tân,3.0,,45.0,2.0,3,4.3
TP Hồ Chí Minh,Thủ Đức,2.0,,128.0,2.0,6,6.8
TP Hồ Chí Minh,Tân Phú,4.0,,49.0,4.0,4,5.8
TP Hồ Chí Minh,Thủ Đức,2.0,,30.0,2.0,4,3.0
TP Hồ Chí Minh,Quận 12,7.0,,130.0,3.0,3,7.9
Hà Nội,Thanh Xuân,3.0,,35.0,4.0,2,2.8
TP Hồ Chí Minh,Tân Bình,4.0,,56.0,3.0,0,6.9
Hà Nội,Hai Bà Trưng,1.0,,30.0,5.0,3,2.8
Hà Nội,Hai Bà Trưng,1.0,,35.0,5.0,3,1.5
TP Hồ Chí Minh,Tân Phú,2.0,,58.0,4.0,0,6.4
TP Hồ Chí Minh,Quận 2,2.0,,78.0,2.0,0,6.1
TP Hồ Chí Minh,Quận 3,3.0,,41.0,3.0,0,6.7
TP Hồ Chí Minh,Tân Phú,3.0,,40.0,4.0,1,3.1
Hải Phòng,Hồng Bàng,3.0,,61.0,1.0,5,5.2
TP Hồ Chí Minh,Bình Tân,2.0,,30.0,4.0,1,3.3
TP Hồ Chí Minh,Thủ Đức,2.0,,40.0,2.0,1,3.2
TP Hồ Chí Minh,Thủ Đức,2.0,,40.0,2.0,2,3.9
TP Hồ Chí Minh,Thủ Đức,2.0,,42.0,2.0,2,3.5
Hải Phòng,Hồng Bàng,4.0,,44.0,1.0,5,4.1
TP Hồ Chí Minh,Tân Phú,2.0,,55.0,2.0,0,4.2
TP Hồ Chí Minh,Gò Vấp,5.0,,50.0,4.0,5,7.6
TP Hồ Chí Minh,Bình Tân,4.0,,47.0,4.0,3,5.5
TP Hồ Chí Minh,Tân Bình,3.0,,65.0,2.0,2,7.2
TP Hồ Chí Minh,Tân Bình,4.0,,40.0,3.0,1,6.0
TP Hồ Chí Minh,Tân Bình,4.0,,63.0,3.0,1,7.8
TP Hồ Chí Minh,Phú Nhuận,5.0,,56.0,4.0,2,8.5
TP Hồ Chí Minh,Gò Vấp,4.0,,51.0,1.0,1,7.1
TP Hồ Chí Minh,Tân Phú,3.0,,39.0,3.0,2,5.1
TP Hồ Chí Minh,Thủ Đức,2.0,,100.0,1.0,3,4.1
TP Hồ Chí Minh,Quận 9,3.0,,80.0,2.0,2,5.1
TP Hồ Chí Minh,Tân Bình,4.0,,56.0,5.0,2,8.8
TP Hồ Chí Minh,Tân Bình,2.0,,40.0,2.0,4,3.7
TP Hồ Chí Minh,Thủ Đức,2.0,,52.0,2.0,3,2.2
TP Hồ Chí Minh,Thủ Đức,2.0,,55.0,1.0,2,3.9
TP Hồ Chí Minh,Quận 9,2.0,,30.0,2.0,3,1.8
TP Hồ Chí Minh,Quận 9,2.0,,35.0,2.0,3,4.8
TP Hồ Chí Minh,Thủ Đức,3.0,,122.0,2.0,4,6.1
TP Hồ Chí Minh,Hóc Môn,3.0,,75.0,2.0,1,2.3
TP Hồ Chí Minh,Tân Phú,2.0,,33.0,2.0,0,2.4
TP Hồ Chí Minh,Bình Tân,3.0,,56.0,4.0,7,4.9
TP Hồ Chí Minh,Thủ Đức,6.0,,125.0,3.0,1,6.5
TP Hồ Chí Minh,Tân Phú,4.0,,40.0,3.0,2,4.2
TP Hồ Chí Minh,Thủ Đức,3.0,,53.0,2.0,3,1.7
TP Hồ Chí Minh,Thủ Đức,3.0,,52.0,2.0,1,3.1
TP Hồ Chí Minh,Quận 11,3.0,,32.0,3.0,0,5.0
TP Hồ Chí Minh,Tân Phú,3.0,,32.0,2.0,2,2.0
TP Hồ Chí Minh,Bình Tân,4.0,,41.0,4.0,2,4.9
TP Hồ Chí Minh,Thủ Đức,2.0,,130.0,1.0,0,4.1
TP Hồ Chí Minh,Quận 8,4.0,,64.0,5.0,0,6.6
TP Hồ Chí Minh,Quận 10,3.0,,35.0,3.0,3,8.3
Hà Nội,Đống Đa,4.0,,50.0,1.0,3,9.7
TP Hồ Chí Minh,Thủ Đức,5.0,,60.0,3.0,1,4.1
TP Hồ Chí Minh,Quận 7,2.0,,71.0,2.0,4,5.9
TP Hồ Chí Minh,Gò Vấp,3.0,,43.0,3.0,2,2.6
TP Hồ Chí Minh,Tân Bình,4.0,,36.0,4.0,1,6.6
TP Hồ Chí Minh,Thủ Đức,6.0,,104.0,2.0,1,3.7
TP Hồ Chí Minh,Quận 10,2.0,,24.0,2.0,2,2.0
TP Hồ Chí Minh,Thủ Đức,8.0,,97.0,2.0,3,4.5
TP Hồ Chí Minh,Thủ Đức,3.0,,120.0,2.0,2,5.1
TP Hồ Chí Minh,Tân Phú,2.0,,42.0,2.0,1,3.1
TP Hồ Chí Minh,Thủ Đức,4.0,,80.0,3.0,4,5.4
TP Hồ Chí Minh,Thủ Đức,2.0,,125.0,1.0,3,3.8
TP Hồ Chí Minh,Tân Phú,3.0,,36.0,2.0,4,1.5
TP Hồ Chí Minh,Thủ Đức,5.0,,55.0,4.0,3,7.3
TP Hồ Chí Minh,Bình Tân,7.0,,90.0,3.0,5,4.5
TP Hồ Chí Minh,Thủ Đức,2.0,,48.0,2.0,2,2.2
TP Hồ Chí Minh,Quận 10,3.0,,82.0,3.0,2,10.3
TP Hồ Chí Minh,Gò Vấp,2.0,,35.0,3.0,1,2.5
TP Hồ Chí Minh,Thủ Đức,3.0,,114.0,3.0,1,8.2
TP Hồ Chí Minh,Thủ Đức,3.0,,125.0,2.0,1,7.7
TP Hồ Chí Minh,Thủ Đức,3.0,,120.0,2.0,3,5.0
TP Hồ Chí Minh,Thủ Đức,3.0,,87.0,2.0,0,6.7
TP Hồ Chí Minh,Hóc Môn,1.0,,125.0,1.0,3,2.8
Đà Nẵng,Sơn Trà,3.0,,120.0,3.0,5,8.0
TP Hồ Chí Minh,Thủ Đức,4.0,,50.0,4.0,3,6.0
TP Hồ Chí Minh,Thủ Đức,4.0,,40.0,2.0,1,2.6
TP Hồ Chí Minh,Thủ Đức,3.0,,52.0,3.0,4,4.6
TP Hồ Chí Minh,Thủ Đức,2.0,,55.0,2.0,5,3.9
TP Hồ Chí Minh,Gò Vấp,4.0,,60.0,1.0,1,6.2
TP Hồ Chí Minh,Thủ Đức,8.0,,95.0,3.0,3,5.4
TP Hồ Chí Minh,Tân Bình,5.0,,44.0,5.0,3,7.9
TP Hồ Chí Minh,Thủ Đức,5.0,,49.0,3.0,1,7.1
TP Hồ Chí Minh,Thủ Đức,6.0,,102.0,2.0,3,4.4
Hà Nội,Hai Bà Trưng,3.0,,72.0,1.0,3,6.5
Đà Nẵng,Thanh Khê,3.0,,85.0,2.0,2,2.7
TP Hồ Chí Minh,Thủ Đức,2.0,,87.0,2.0,4,4.8
TP Hồ Chí Minh,Gò Vấp,2.0,,30.0,2.0,3,0.9
TP Hồ Chí Minh,Phú Nhuận,1.0,,36.0,1.0,3,3.0
TP Hồ Chí Minh,Thủ Đức,3.0,,60.0,2.0,3,6.5
Đồng Nai,Vĩnh Cửu,3.0,,126.0,2.0,3,2.5
TP Hồ Chí Minh,Thủ Đức,3.0,,72.0,2.0,4,3.2
TP Hồ Chí Minh,Thủ Đức,3.0,,123.0,2.0,0,3.5
TP Hồ Chí Minh,Bình Tân,4.0,,54.0,1.0,2,4.5
TP Hồ Chí Minh,Quận 9,2.0,,93.0,2.0,2,6.6
TP Hồ Chí Minh,Quận 9,3.0,,81.0,2.0,2,5.8
TP Hồ Chí Minh,Thủ Đức,2.0,,42.0,4.0,5,2.8
TP Hồ Chí Minh,Thủ Đức,4.0,,98.0,2.0,4,4.9
Hà Nội,Bắc Từ Liêm,3.0,,70.0,3.0,3,8.0
TP Hồ Chí Minh,Thủ Đức,3.0,,115.0,2.0,3,4.2
TP Hồ Chí Minh,Thủ Đức,2.0,,92.0,1.0,2,3.5
